"Local Identifier","Title/Name","PSAP Assessment Score","Assessment Type","Location","Resource Type","Parent Resource","Format","Format Ink/Media Type","Format Support Type","Significance","Language","Rights","Description","Created","Updated","Has the disc been played back recently, or is there documentation of its playback quality?","Assess the level of palmitic acid deposits on the disc surface","If this disc is a lacquered (instantaneous) disc, what is the disc's core material?","Assess the level of dust, dirt or debris on this disc","Is this item exhibiting mold and/or pest (e.g. insect, rodent) damage?","What is the state of the disc, in terms of physical damage sustained?","Is the disc protected by an inner sleeve?","Does the container or item have any meaningful labeling?","Does this item have an appropriate container in good condition?","Is this item properly supported in storage?","Do you have appropriate playback equipment for this item?","Is this item played back or handled regularly?","Is this a unique item in terms of its content?"
"","2002.03.33.0816","29.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:30:02Z","2018-06-05T00:46:46Z","Yes","Moderate","Cardboard","Moderate","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.33.0836","36.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:33:53Z","2018-06-19T23:35:12Z","No","None","Metal","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0842","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-19T23:51:42Z","2018-06-20T00:43:30Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0843","63.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T00:44:36Z","2018-06-20T00:47:32Z","No"," "," ","Slight/None","Neither","Critical","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0844","80.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T00:58:07Z","2018-06-20T00:59:23Z","Yes"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0845","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T01:00:03Z","2018-06-20T01:01:25Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0846","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T01:23:27Z","2018-06-20T01:26:15Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0847","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T01:26:56Z","2018-06-20T01:28:21Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0848","68.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T01:29:00Z","2018-06-20T01:30:01Z","No"," "," ","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0849","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:47:32Z","2018-06-20T22:48:22Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0850","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:49:02Z","2018-06-20T22:50:05Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0851","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:50:50Z","2018-06-20T22:52:09Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0852","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:53:48Z","2018-06-20T22:55:59Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0853","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:56:42Z","2018-06-20T22:58:01Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0854","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T22:58:54Z","2018-06-20T23:00:28Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0855","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:01:12Z","2018-06-20T23:02:35Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0856","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:04:19Z","2018-06-20T23:05:29Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0857","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:10:10Z","2018-06-20T23:34:48Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0858","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:35:28Z","2018-06-20T23:36:30Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0859","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:37:10Z","2018-06-20T23:38:45Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0860","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:39:22Z","2018-06-20T23:40:13Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0861","71.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:41:33Z","2018-06-20T23:43:20Z","Yes"," "," ","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0862","80.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:43:59Z","2018-06-20T23:45:15Z","Yes"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0863","80.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:46:07Z","2018-06-20T23:47:45Z","Yes"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0864","70.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:48:27Z","2018-06-20T23:49:42Z","Yes"," "," ","Moderate","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0865","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:50:25Z","2018-06-20T23:52:49Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0866","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:55:11Z","2018-06-20T23:56:05Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0867","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:56:59Z","2018-06-20T23:58:04Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0868","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-20T23:58:54Z","2018-06-21T00:00:25Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0869","71.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:01:20Z","2018-06-21T00:03:36Z","Yes"," "," ","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0870","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:04:52Z","2018-06-21T00:07:57Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0871","71.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:08:31Z","2018-06-21T00:10:04Z","Yes"," "," ","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0872","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:11:37Z","2018-06-21T00:12:52Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0873","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:13:40Z","2018-06-21T00:14:35Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0874","80.75","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:20:01Z","2018-06-21T00:22:08Z","Yes"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0875","68.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:22:42Z","2018-06-21T00:35:37Z","No"," "," ","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0876","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:41:06Z","2018-06-21T00:42:31Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0877","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:43:05Z","2018-06-21T00:43:51Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0878","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:44:32Z","2018-06-21T00:45:22Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0879","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:45:59Z","2018-06-21T00:47:06Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0880","77.0","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:47:53Z","2018-06-21T00:48:38Z","No"," "," ","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0881","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:49:15Z","2018-06-21T00:50:14Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0882","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:50:45Z","2018-06-21T00:51:37Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0883","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:52:08Z","2018-06-21T00:53:11Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0884","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:55:24Z","2018-06-21T00:56:28Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0886","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T00:58:59Z","2018-06-21T01:00:41Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0887","72.5","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T01:01:15Z","2018-06-21T01:01:54Z","No"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0888","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T01:02:26Z","2018-06-21T01:03:34Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0889","76.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T01:04:23Z","2018-06-21T01:05:09Z","Yes"," "," ","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0890","75.25","Item-Level","Basement","Item"," ","Vinyl Disc"," "," ",""," ","","","2018-06-21T01:05:48Z","2018-06-21T01:06:51Z","Yes"," "," ","Moderate","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0893","39.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-21T01:12:00Z","2018-06-21T01:13:26Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.33.0894","40.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-26T23:46:18Z","2018-06-26T23:48:49Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.33.0895","37.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-26T23:49:57Z","2018-06-26T23:51:13Z","No","None","Metal","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0666","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:38:05Z","2018-05-22T23:40:38Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0667","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T00:52:01Z","2018-06-19T00:54:32Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0668","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T00:55:17Z","2018-06-19T00:58:05Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0669","39.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T00:58:41Z","2018-06-19T01:00:01Z","No","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0670","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:00:39Z","2018-06-19T01:01:46Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0671","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:42:07Z","2018-05-22T23:40:22Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0672","40.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:02:30Z","2018-06-19T01:03:16Z","No","None","Cardboard","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0673","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:43:43Z","2018-05-22T23:40:03Z","Yes","Moderate","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0674","42.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:45:29Z","2018-05-22T23:39:46Z","Yes","Moderate","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0676","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:47:19Z","2018-05-22T23:39:30Z","Yes","Moderate","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0677","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:49:08Z","2018-05-22T23:39:14Z","Yes","Moderate","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0678","29.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:50:49Z","2018-05-22T23:38:55Z","Yes","Moderate","Cardboard","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0679","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:52:43Z","2018-05-22T23:38:11Z","Yes","Moderate","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0680","36.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:56:11Z","2018-05-22T23:37:53Z","Yes","Moderate","Metal","Slight/None","Mold","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0681","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T22:59:49Z","2018-05-22T23:37:35Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0682","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:01:29Z","2018-05-22T23:37:17Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0683","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:03:11Z","2018-05-22T23:36:56Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0684","35.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:05:13Z","2018-05-22T23:36:31Z","Yes","Moderate","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0685","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:07:29Z","2018-05-22T23:35:53Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0686","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:09:30Z","2018-05-22T23:35:35Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0687","42.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:12:57Z","2018-05-22T23:35:13Z","Yes","Moderate","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0688","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:14:35Z","2018-05-22T23:34:48Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0689","35.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:16:21Z","2018-05-22T23:34:00Z","Yes","Moderate","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0690","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:18:18Z","2018-05-22T23:33:36Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0691","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:20:17Z","2018-05-22T23:33:18Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0692","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:27:11Z","2018-05-22T23:32:59Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0693","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:05:46Z","2018-06-19T01:08:09Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0694","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:28:57Z","2018-05-22T23:32:27Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0695","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:41:08Z","2018-05-22T23:42:01Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0696","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:42:39Z","2018-05-22T23:43:34Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0697","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:08:57Z","2018-06-19T01:10:06Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0698","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:10:50Z","2018-06-19T01:11:53Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0699","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:12:36Z","2018-06-19T01:13:22Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0700","33.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:16:32Z","2018-06-19T01:17:47Z","No","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0701","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:44:59Z","2018-06-05T00:47:26Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0702","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:46:34Z","2018-05-22T23:47:22Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0703","36.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:18:20Z","2018-06-19T01:19:25Z","No","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0704","46.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:20:15Z","2018-06-19T01:21:03Z","No","None","Metal","Slight/None","Neither","Excellent","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0705","46.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T01:21:46Z","2018-06-19T01:22:35Z","No","None","Metal","Slight/None","Neither","Excellent","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0706","39.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T22:40:21Z","2018-06-19T23:05:04Z","No","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0707","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:47:59Z","2018-05-22T23:48:44Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0708","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:49:24Z","2018-05-22T23:50:29Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0709","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-22T23:51:16Z","2018-05-22T23:52:04Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
