"Local Identifier","Title/Name","PSAP Assessment Score","Assessment Type","Location","Resource Type","Parent Resource","Format","Format Ink/Media Type","Format Support Type","Significance","Language","Rights","Description","Created","Updated","Has the disc been played back recently, or is there documentation of its playback quality?","Assess the level of palmitic acid deposits on the disc surface","If this disc is a lacquered (instantaneous) disc, what is the disc's core material?","Assess the level of dust, dirt or debris on this disc","Is this item exhibiting mold and/or pest (e.g. insect, rodent) damage?","What is the state of the disc, in terms of physical damage sustained?","Is the disc protected by an inner sleeve?","Does the container or item have any meaningful labeling?","Does this item have an appropriate container in good condition?","Is this item properly supported in storage?","Do you have appropriate playback equipment for this item?","Is this item played back or handled regularly?","Is this a unique item in terms of its content?"
"","2002.03.78.0710","36.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:06:20Z","2018-06-19T23:08:19Z","No","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0711","36.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:08:57Z","2018-06-19T23:09:47Z","No","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0712","46.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:10:32Z","2018-06-19T23:11:29Z","No","None","Metal","Slight/None","Neither","Excellent","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0714","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:01:59Z","2018-05-23T23:03:23Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0715","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:01:32Z","2018-06-05T01:03:14Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0716","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:03:55Z","2018-06-05T01:05:01Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0717","48.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:10:13Z","2018-06-05T01:11:11Z","Yes","None","Metal","Slight/None","Neither","Excellent","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0718","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:11:57Z","2018-06-05T01:12:49Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0719","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:15:37Z","2018-06-05T01:17:34Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0720","28.000000000000004","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:18:39Z","2018-06-05T01:20:10Z","No","High","Metal","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0721","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:04:14Z","2018-05-23T23:05:13Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0722","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:05:55Z","2018-05-23T23:07:02Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0723","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T01:22:10Z","2018-06-05T01:23:01Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0724","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:07:49Z","2018-06-26T00:46:00Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0725","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:37:36Z","2018-06-06T00:38:29Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0726","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:09:37Z","2018-05-23T23:10:30Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0728","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:11:06Z","2018-05-23T23:12:56Z","Yes","Moderate","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0729","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:13:44Z","2018-05-23T23:49:31Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0730","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:55:56Z","2018-05-23T23:56:48Z","Yes","Moderate","Metal","Moderate","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0731","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-23T23:57:41Z","2018-05-23T23:59:07Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0732","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:49:36Z","2018-06-06T00:50:37Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0733","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:02:19Z","2018-06-06T23:13:45Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0734","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:11:26Z","2018-06-06T23:12:43Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0735","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:14:17Z","2018-06-06T23:15:21Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0736","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:15:57Z","2018-06-06T23:16:43Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0737","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:17:18Z","2018-06-06T23:18:10Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0738","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:51:15Z","2018-06-06T00:52:24Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0739","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:52:56Z","2018-06-06T00:53:48Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0740","38.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:54:29Z","2018-06-06T00:55:29Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0741","32.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:56:19Z","2018-06-06T00:58:11Z","No","None","Metal","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0742","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T00:58:51Z","2018-06-06T01:00:47Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0743","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-24T00:00:35Z","2018-05-24T00:01:24Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0744","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:02:02Z","2018-06-06T01:04:36Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0745","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:05:11Z","2018-06-06T01:06:17Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0746","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:07:02Z","2018-06-06T01:08:05Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0747","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:08:38Z","2018-06-06T01:09:39Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0748","39.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:10:09Z","2018-06-06T01:11:58Z","No","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0749","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:12:33Z","2018-06-06T01:14:02Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0750","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:14:36Z","2018-06-06T01:16:12Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0751","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:16:49Z","2018-06-06T01:18:26Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0752","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T01:25:15Z","2018-06-06T01:26:36Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0753","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:40:39Z","2018-06-06T22:42:28Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0754","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:43:07Z","2018-06-06T22:44:02Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0755","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:44:41Z","2018-06-06T22:45:42Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0756","41.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:46:16Z","2018-06-06T22:47:16Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0757","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:47:46Z","2018-06-06T22:48:47Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0758","40.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:49:23Z","2018-06-06T22:50:36Z","Yes","None","Metal","Moderate","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0759","30.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:51:17Z","2018-06-06T22:52:21Z","No","Moderate","Metal","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0760","44.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:53:01Z","2018-06-06T22:54:01Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0761","37.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:54:37Z","2018-06-06T22:55:44Z","Yes","None","Metal","Moderate","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0762","32.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:56:31Z","2018-06-06T22:57:22Z","No","None","Metal","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0763","33.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T22:58:01Z","2018-06-06T23:00:30Z","No","Moderate","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0764","33.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-24T00:02:12Z","2018-05-24T00:03:13Z","Yes","High","Metal","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0765","33.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:19:11Z","2018-06-06T23:20:29Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0766","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:21:04Z","2018-06-06T23:21:59Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0767","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:22:30Z","2018-06-06T23:23:31Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0768","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:24:01Z","2018-06-06T23:25:11Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0769","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:25:42Z","2018-06-06T23:26:57Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0770","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:27:58Z","2018-06-06T23:30:14Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0771","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:31:00Z","2018-06-06T23:31:59Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0772","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:32:35Z","2018-06-06T23:33:31Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0773","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:34:03Z","2018-06-06T23:34:49Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0774","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:39:08Z","2018-06-06T23:40:06Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0775","40.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:40:37Z","2018-06-06T23:41:42Z","Yes","None","Cardboard","Slight/None","Neither","Good","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0776","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:42:26Z","2018-06-06T23:43:15Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0777","31.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:44:09Z","2018-06-06T23:45:24Z","Yes","Moderate","Cardboard","Slight/None","Neither","Serious","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0778","31.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:45:59Z","2018-06-06T23:47:09Z","Yes","Moderate","Cardboard","Slight/None","Neither","Serious","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0779","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:47:45Z","2018-06-06T23:51:02Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0780","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:51:37Z","2018-06-06T23:52:41Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0781","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:53:24Z","2018-06-06T23:54:14Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0782","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:54:43Z","2018-06-06T23:55:38Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0783","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:56:09Z","2018-06-06T23:57:09Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0784","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:57:37Z","2018-06-06T23:58:21Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0785","36.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-06T23:58:55Z","2018-06-07T00:00:09Z","Yes","None","Cardboard","Slight/None","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0813","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-05-24T00:04:22Z","2018-05-24T00:12:19Z","Yes","Moderate","Metal","Moderate","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0815","37.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:27:39Z","2018-06-04T23:28:47Z","Yes","High","Metal","Slight/None","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0817","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:33:56Z","2018-06-04T23:35:12Z","Yes","None","Metal","Moderate","Neither","Fair","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0818","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:36:40Z","2018-06-04T23:37:46Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0819","31.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:38:33Z","2018-06-04T23:39:43Z","Yes","None","Cardboard","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0820","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:40:23Z","2018-06-04T23:41:43Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0822","42.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:43:12Z","2018-06-04T23:44:09Z","Yes","None","Metal","Slight/None","Neither","Good","Yes","Yes","No","Yes","Yes","No","Yes"
"","2002.03.78.0823","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:44:52Z","2018-06-04T23:45:39Z","Yes","Moderate","Metal","Moderate","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0824","35.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-04T23:46:20Z","2018-06-05T00:45:34Z","Yes","None","Cardboard","Slight/None","Neither","Serious","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0825","31.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T00:46:20Z","2018-06-05T00:48:31Z","Yes","None","Cardboard","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0826","31.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T00:49:26Z","2018-06-05T00:51:47Z","Yes","None","Cardboard","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0827","31.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T00:53:29Z","2018-06-05T00:54:33Z","Yes","None","Cardboard","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0828","34.75","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-05T00:55:34Z","2018-06-05T00:59:00Z","Yes","None","Cardboard","Moderate","Neither","Fair","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0833","21.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:24:14Z","2018-06-19T23:26:26Z","Yes","Moderate","Metal","Severe","Neither","Critical","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0834","31.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:29:34Z","2018-06-19T23:33:15Z","Yes","None","Metal","Slight/None","Neither","Critical","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0835","38.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:31:21Z","2018-06-19T23:32:38Z","Yes","None","Metal","Slight/None","Neither","Fair","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0837","39.25","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:35:50Z","2018-06-19T23:37:16Z","Yes","None","Cardboard","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0839","28.999999999999996","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-19T23:38:31Z","2018-06-19T23:42:16Z","No","None","Metal","Slight/None","Neither","Critical","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0891","39.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-21T01:10:22Z","2018-06-21T01:11:24Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0892","32.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-21T01:08:18Z","2018-06-21T01:09:26Z","No","None","Metal","Slight/None","Neither","Serious","Yes","Yes","No","No","Yes","No","Yes"
"","2002.03.78.0894","24.0","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-26T23:12:45Z","2018-06-26T23:14:58Z","No","None","Metal","Severe","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0895","28.000000000000004","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-26T23:16:05Z","2018-06-26T23:17:20Z","No","None","Metal","Moderate","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.0896","31.5","Item-Level","Basement","Item"," ","Shellac Disc"," "," ",""," ","","","2018-06-26T23:18:04Z","2018-06-26T23:27:37Z","No"," "," ","Slight/None","Neither","Critical","Yes","Yes","Yes","Yes","Yes","No","Yes"
"","2002.03.78.1050","42.5","Item-Level","Basement","Item"," ","Lacquer Disc"," "," ",""," ","","","2018-06-07T01:23:43Z","2018-06-07T01:26:19Z","No","None","Metal","Slight/None","Neither","Good","Yes","Yes","Yes","Yes","Yes","No","Yes"
